fpr1 fpr2 tpr1 tpr2
0 0.000106791969243913 0.000106791969243913 0
0 0.000213583938487826 0.000213583938487826 0
0 0.000213583938487826 0.000320375907731739 0.000106791969243913
0 0.000213583938487826 0.000427167876975651 0.000213583938487826
0 0.000213583938487826 0.000533959846219564 0.000320375907731739
0 0.000213583938487826 0.000640751815463477 0.000427167876975651
0 0.000213583938487826 0.00074754378470739 0.000533959846219564
0 0.000213583938487826 0.000854335753951303 0.000640751815463477
0 0.000213583938487826 0.000961127723195216 0.00074754378470739
0 0.000213583938487826 0.00106791969243913 0.000854335753951303
0 0.000213583938487826 0.00117471166168304 0.000961127723195216
0 0.000213583938487826 0.00128150363092695 0.00106791969243913
0 0.000213583938487826 0.00138829560017087 0.00117471166168304
0 0.000213583938487826 0.00149508756941478 0.00128150363092695
0 0.000213583938487826 0.00160187953865869 0.00138829560017087
0 0.000213583938487826 0.00170867150790261 0.00149508756941478
0 0.000213583938487826 0.00181546347714652 0.00160187953865869
0 0.000213583938487826 0.00192225544639043 0.00170867150790261
0 0.000213583938487826 0.00202904741563434 0.00181546347714652
0 0.000213583938487826 0.00213583938487826 0.00192225544639043
0 0.000213583938487826 0.00224263135412217 0.00202904741563434
0 0.000213583938487826 0.00234942332336608 0.00213583938487826
0 0.000213583938487826 0.00245621529261 0.00224263135412217
0 0.000213583938487826 0.00256300726185391 0.00234942332336608
0 0.000213583938487826 0.00266979923109782 0.00245621529261
0 0.000213583938487826 0.00277659120034173 0.00256300726185391
0 0.000213583938487826 0.00288338316958565 0.00266979923109782
0 0.000213583938487826 0.00299017513882956 0.00277659120034173
0 0.000213583938487826 0.00309696710807347 0.00288338316958565
0 0.000213583938487826 0.00320375907731739 0.00299017513882956
0 0.000213583938487826 0.0033105510465613 0.00309696710807347
0 0.000213583938487826 0.00341734301580521 0.00320375907731739
0 0.000213583938487826 0.00352413498504912 0.0033105510465613
0 0.000213583938487826 0.00363092695429304 0.00341734301580521
0 0.000213583938487826 0.00373771892353695 0.00352413498504912
0 0.000213583938487826 0.00384451089278086 0.00363092695429304
0 0.000213583938487826 0.00395130286202478 0.00373771892353695
0 0.000213583938487826 0.00405809483126869 0.00384451089278086
0 0.000213583938487826 0.0041648868005126 0.00395130286202478
0 0.000213583938487826 0.00427167876975651 0.00405809483126869
0 0.000213583938487826 0.00437847073900043 0.0041648868005126
0 0.000213583938487826 0.00448526270824434 0.00427167876975651
0 0.000213583938487826 0.00459205467748825 0.00437847073900043
0 0.000213583938487826 0.00469884664673217 0.00448526270824434
0 0.000213583938487826 0.00480563861597608 0.00459205467748825
0 0.000213583938487826 0.00491243058521999 0.00469884664673217
0 0.000213583938487826 0.0050192225544639 0.00480563861597608
0 0.000213583938487826 0.00512601452370782 0.00491243058521999
0 0.000213583938487826 0.00523280649295173 0.0050192225544639
0 0.000213583938487826 0.00533959846219564 0.00512601452370782
0 0.000213583938487826 0.00544639043143956 0.00523280649295173
0 0.000213583938487826 0.00555318240068347 0.00533959846219564
0 0.000213583938487826 0.00565997436992738 0.00544639043143956
0 0.000213583938487826 0.00576676633917129 0.00555318240068347
0 0.000213583938487826 0.00587355830841521 0.00565997436992738
0 0.000213583938487826 0.00598035027765912 0.00576676633917129
0 0.000213583938487826 0.00608714224690303 0.00587355830841521
0 0.000213583938487826 0.00619393421614695 0.00598035027765912
0 0.000213583938487826 0.00630072618539086 0.00608714224690303
0 0.000213583938487826 0.00640751815463477 0.00619393421614695
0 0.000213583938487826 0.00651431012387868 0.00630072618539086
0 0.000213583938487826 0.0066211020931226 0.00640751815463477
0 0.000213583938487826 0.00672789406236651 0.00651431012387868
0 0.000213583938487826 0.00683468603161042 0.0066211020931226
0 0.000213583938487826 0.00694147800085434 0.00672789406236651
0 0.000213583938487826 0.00704826997009825 0.00683468603161042
0 0.000213583938487826 0.00715506193934216 0.00694147800085434
0 0.000213583938487826 0.00726185390858607 0.00704826997009825
0 0.000213583938487826 0.00736864587782999 0.00715506193934216
0 0.000213583938487826 0.0074754378470739 0.00726185390858607
0 0.000213583938487826 0.00758222981631781 0.00736864587782999
0 0.000213583938487826 0.00768902178556173 0.0074754378470739
0 0.000213583938487826 0.00779581375480564 0.00758222981631781
0 0.000213583938487826 0.00790260572404955 0.00768902178556173
0 0.000213583938487826 0.00800939769329346 0.00779581375480564
0 0.000213583938487826 0.00811618966253738 0.00790260572404955
0 0.000213583938487826 0.00822298163178129 0.00800939769329346
0 0.000213583938487826 0.0083297736010252 0.00811618966253738
0 0.000213583938487826 0.00843656557026911 0.00822298163178129
0 0.000213583938487826 0.00854335753951303 0.0083297736010252
0 0.000213583938487826 0.00865014950875694 0.00843656557026911
0 0.000213583938487826 0.00875694147800085 0.00854335753951303
0 0.000213583938487826 0.00886373344724477 0.00865014950875694
0 0.000213583938487826 0.00897052541648868 0.00875694147800085
0 0.000213583938487826 0.00907731738573259 0.00886373344724477
0 0.000213583938487826 0.00918410935497651 0.00897052541648868
0 0.000213583938487826 0.00929090132422042 0.00907731738573259
0 0.000213583938487826 0.00939769329346433 0.00918410935497651
0 0.000213583938487826 0.00950448526270824 0.00929090132422042
0 0.000213583938487826 0.00961127723195216 0.00939769329346433
0 0.000213583938487826 0.00971806920119607 0.00950448526270824
0 0.000213583938487826 0.00982486117043998 0.00961127723195216
0 0.000213583938487826 0.0099316531396839 0.00971806920119607
0 0.000213583938487826 0.0100384451089278 0.00982486117043998
0 0.000213583938487826 0.0101452370781717 0.0099316531396839
0 0.000213583938487826 0.0102520290474156 0.0100384451089278
